domain,algorithm,variant,fault,group,rule,pool,n_selected,n_relevant,relevance_pct,chance_pct,lift
healthcare,CAM-UV,Linear / Ridge,Attack_1,MI,top3,12,3,1,33.33,25.0,1.33
healthcare,CAM-UV,Linear / Ridge,Attack_1,MI,top5,12,5,2,40.0,25.0,1.6
healthcare,CAM-UV,Linear / Ridge,Attack_1,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_1,MI,std1,12,3,1,33.33,25.0,1.33
healthcare,CAM-UV,Linear / Ridge,Attack_10,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_10,CD,top5,12,5,2,40.0,25.0,1.6
healthcare,CAM-UV,Linear / Ridge,Attack_10,CD,top10,12,10,3,30.0,25.0,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_10,CD,std1,12,2,0,0.0,25.0,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_11,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_11,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_11,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Linear / Ridge,Attack_11,RHYTHM,std1,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_12,MI,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_12,MI,top5,12,5,0,0.0,25.0,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_12,MI,top10,12,10,1,10.0,25.0,0.4
healthcare,CAM-UV,Linear / Ridge,Attack_12,MI,std1,12,1,0,0.0,25.0,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_13,CD,top3,12,3,1,33.33,16.67,2.0
healthcare,CAM-UV,Linear / Ridge,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_13,CD,top10,12,10,2,20.0,16.67,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_13,CD,std1,12,3,1,33.33,16.67,2.0
healthcare,CAM-UV,Linear / Ridge,Attack_14,CD,top3,12,3,1,33.33,25.0,1.33
healthcare,CAM-UV,Linear / Ridge,Attack_14,CD,top5,12,5,1,20.0,25.0,0.8
healthcare,CAM-UV,Linear / Ridge,Attack_14,CD,top10,12,10,2,20.0,25.0,0.8
healthcare,CAM-UV,Linear / Ridge,Attack_14,CD,std1,12,2,1,50.0,25.0,2.0
healthcare,CAM-UV,Linear / Ridge,Attack_17,MI,top3,12,3,3,100.0,33.33,3.0
healthcare,CAM-UV,Linear / Ridge,Attack_17,MI,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Linear / Ridge,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_17,MI,std1,12,1,1,100.0,33.33,3.0
healthcare,CAM-UV,Linear / Ridge,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_18,CD,top5,12,5,0,0.0,16.67,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_18,CD,top10,12,10,0,0.0,16.67,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_18,CD,std1,12,3,0,0.0,16.67,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_2,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_2,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_2,RHYTHM,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_2,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_20,MI,top3,12,3,3,100.0,33.33,3.0
healthcare,CAM-UV,Linear / Ridge,Attack_20,MI,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Linear / Ridge,Attack_20,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_20,MI,std1,12,3,3,100.0,33.33,3.0
healthcare,CAM-UV,Linear / Ridge,Attack_3,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Linear / Ridge,Attack_3,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,Linear / Ridge,Attack_3,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Linear / Ridge,Attack_3,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_4,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_4,RHYTHM,top5,12,5,1,20.0,33.33,0.6
healthcare,CAM-UV,Linear / Ridge,Attack_4,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Linear / Ridge,Attack_4,RHYTHM,std1,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_6,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Linear / Ridge,Attack_6,RHYTHM,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Linear / Ridge,Attack_6,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Linear / Ridge,Attack_6,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_9,HYP,top3,12,3,0,0.0,41.67,0.0
healthcare,CAM-UV,Linear / Ridge,Attack_9,HYP,top5,12,5,1,20.0,41.67,0.48
healthcare,CAM-UV,Linear / Ridge,Attack_9,HYP,top10,12,10,3,30.0,41.67,0.72
healthcare,CAM-UV,Linear / Ridge,Attack_9,HYP,std1,12,2,0,0.0,41.67,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_1,MI,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_1,MI,top5,12,5,2,40.0,25.0,1.6
healthcare,CAM-UV,Polynomial degree 3,Attack_1,MI,top10,12,10,2,20.0,25.0,0.8
healthcare,CAM-UV,Polynomial degree 3,Attack_1,MI,std1,12,2,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_10,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_10,CD,top5,12,5,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_10,CD,top10,12,10,2,20.0,25.0,0.8
healthcare,CAM-UV,Polynomial degree 3,Attack_10,CD,std1,12,1,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_11,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Polynomial degree 3,Attack_11,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_11,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Polynomial degree 3,Attack_11,RHYTHM,std1,12,2,1,50.0,33.33,1.5
healthcare,CAM-UV,Polynomial degree 3,Attack_12,MI,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_12,MI,top5,12,5,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_12,MI,top10,12,10,1,10.0,25.0,0.4
healthcare,CAM-UV,Polynomial degree 3,Attack_12,MI,std1,12,2,0,0.0,25.0,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_13,CD,top3,12,3,1,33.33,16.67,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_13,CD,top10,12,10,1,10.0,16.67,0.6
healthcare,CAM-UV,Polynomial degree 3,Attack_13,CD,std1,12,3,1,33.33,16.67,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_14,CD,top3,12,3,1,33.33,25.0,1.33
healthcare,CAM-UV,Polynomial degree 3,Attack_14,CD,top5,12,5,1,20.0,25.0,0.8
healthcare,CAM-UV,Polynomial degree 3,Attack_14,CD,top10,12,10,1,10.0,25.0,0.4
healthcare,CAM-UV,Polynomial degree 3,Attack_14,CD,std1,12,2,1,50.0,25.0,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_17,MI,top3,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_17,MI,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Polynomial degree 3,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_17,MI,std1,12,2,1,50.0,33.33,1.5
healthcare,CAM-UV,Polynomial degree 3,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_18,CD,top5,12,5,0,0.0,16.67,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_18,CD,top10,12,10,0,0.0,16.67,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_18,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_2,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Polynomial degree 3,Attack_2,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_2,RHYTHM,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_2,RHYTHM,std1,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Polynomial degree 3,Attack_20,MI,top3,12,3,3,100.0,33.33,3.0
healthcare,CAM-UV,Polynomial degree 3,Attack_20,MI,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Polynomial degree 3,Attack_20,MI,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Polynomial degree 3,Attack_20,MI,std1,12,2,2,100.0,33.33,3.0
healthcare,CAM-UV,Polynomial degree 3,Attack_3,RHYTHM,top3,12,3,1,33.33,33.33,1.0
healthcare,CAM-UV,Polynomial degree 3,Attack_3,RHYTHM,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,Polynomial degree 3,Attack_3,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Polynomial degree 3,Attack_3,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,CAM-UV,Polynomial degree 3,Attack_4,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_4,RHYTHM,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Polynomial degree 3,Attack_4,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Polynomial degree 3,Attack_4,RHYTHM,std1,12,2,1,50.0,33.33,1.5
healthcare,CAM-UV,Polynomial degree 3,Attack_6,RHYTHM,top3,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_6,RHYTHM,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,Polynomial degree 3,Attack_6,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,Polynomial degree 3,Attack_6,RHYTHM,std1,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,Polynomial degree 3,Attack_9,HYP,top3,12,3,1,33.33,41.67,0.8
healthcare,CAM-UV,Polynomial degree 3,Attack_9,HYP,top5,12,5,2,40.0,41.67,0.96
healthcare,CAM-UV,Polynomial degree 3,Attack_9,HYP,top10,12,10,3,30.0,41.67,0.72
healthcare,CAM-UV,Polynomial degree 3,Attack_9,HYP,std1,12,3,1,33.33,41.67,0.8
healthcare,CAM-UV,RBF + Ridge,Attack_1,MI,top3,12,3,3,100.0,25.0,4.0
healthcare,CAM-UV,RBF + Ridge,Attack_1,MI,top5,12,5,3,60.0,25.0,2.4
healthcare,CAM-UV,RBF + Ridge,Attack_1,MI,top10,12,10,3,30.0,25.0,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_1,MI,std1,12,4,3,75.0,25.0,3.0
healthcare,CAM-UV,RBF + Ridge,Attack_10,CD,top3,12,3,1,33.33,25.0,1.33
healthcare,CAM-UV,RBF + Ridge,Attack_10,CD,top5,12,5,2,40.0,25.0,1.6
healthcare,CAM-UV,RBF + Ridge,Attack_10,CD,top10,12,10,3,30.0,25.0,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_10,CD,std1,12,2,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_11,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_11,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_11,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_11,RHYTHM,std1,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_12,MI,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_12,MI,top5,12,5,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_12,MI,top10,12,10,1,10.0,25.0,0.4
healthcare,CAM-UV,RBF + Ridge,Attack_12,MI,std1,12,2,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_13,CD,top3,12,3,1,33.33,16.67,2.0
healthcare,CAM-UV,RBF + Ridge,Attack_13,CD,top5,12,5,1,20.0,16.67,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_13,CD,top10,12,10,1,10.0,16.67,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_13,CD,std1,12,2,0,0.0,16.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_14,CD,top3,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_14,CD,top5,12,5,1,20.0,25.0,0.8
healthcare,CAM-UV,RBF + Ridge,Attack_14,CD,top10,12,10,1,10.0,25.0,0.4
healthcare,CAM-UV,RBF + Ridge,Attack_14,CD,std1,12,3,0,0.0,25.0,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_17,MI,top3,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,RBF + Ridge,Attack_17,MI,top5,12,5,2,40.0,33.33,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_17,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_17,MI,std1,12,2,1,50.0,33.33,1.5
healthcare,CAM-UV,RBF + Ridge,Attack_18,CD,top3,12,3,0,0.0,16.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_18,CD,top5,12,5,0,0.0,16.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_18,CD,top10,12,10,1,10.0,16.67,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_18,CD,std1,12,3,0,0.0,16.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_2,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_2,RHYTHM,top5,12,5,1,20.0,33.33,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_2,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,RBF + Ridge,Attack_2,RHYTHM,std1,12,1,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_20,MI,top3,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,RBF + Ridge,Attack_20,MI,top5,12,5,3,60.0,33.33,1.8
healthcare,CAM-UV,RBF + Ridge,Attack_20,MI,top10,12,10,4,40.0,33.33,1.2
healthcare,CAM-UV,RBF + Ridge,Attack_20,MI,std1,12,3,2,66.67,33.33,2.0
healthcare,CAM-UV,RBF + Ridge,Attack_3,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_3,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_3,RHYTHM,top10,12,10,2,20.0,33.33,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_3,RHYTHM,std1,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_4,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_4,RHYTHM,top5,12,5,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_4,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,RBF + Ridge,Attack_4,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_6,RHYTHM,top3,12,3,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_6,RHYTHM,top5,12,5,1,20.0,33.33,0.6
healthcare,CAM-UV,RBF + Ridge,Attack_6,RHYTHM,top10,12,10,3,30.0,33.33,0.9
healthcare,CAM-UV,RBF + Ridge,Attack_6,RHYTHM,std1,12,2,0,0.0,33.33,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_9,HYP,top3,12,3,0,0.0,41.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_9,HYP,top5,12,5,0,0.0,41.67,0.0
healthcare,CAM-UV,RBF + Ridge,Attack_9,HYP,top10,12,10,3,30.0,41.67,0.72
healthcare,CAM-UV,RBF + Ridge,Attack_9,HYP,std1,12,2,0,0.0,41.67,0.0
industrial,CAM-UV,Linear / Ridge,Fault_11,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_11,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Linear / Ridge,Fault_11,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Linear / Ridge,Fault_11,,std1,39,6,1,16.67,2.56,6.5
industrial,CAM-UV,Linear / Ridge,Fault_14,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_14,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Linear / Ridge,Fault_14,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Linear / Ridge,Fault_14,,std1,39,2,0,0.0,2.56,0.0
industrial,CAM-UV,Linear / Ridge,Fault_4,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_4,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Linear / Ridge,Fault_4,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Linear / Ridge,Fault_4,,std1,39,1,1,100.0,2.56,39.0
industrial,CAM-UV,Linear / Ridge,Fault_5,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_5,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Linear / Ridge,Fault_5,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Linear / Ridge,Fault_5,,std1,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_7,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Linear / Ridge,Fault_7,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Linear / Ridge,Fault_7,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Linear / Ridge,Fault_7,,std1,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_11,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_11,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Polynomial degree 3,Fault_11,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Polynomial degree 3,Fault_11,,std1,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_14,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_14,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Polynomial degree 3,Fault_14,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Polynomial degree 3,Fault_14,,std1,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_4,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_4,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Polynomial degree 3,Fault_4,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Polynomial degree 3,Fault_4,,std1,39,1,1,100.0,2.56,39.0
industrial,CAM-UV,Polynomial degree 3,Fault_5,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_5,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Polynomial degree 3,Fault_5,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Polynomial degree 3,Fault_5,,std1,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_7,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,Polynomial degree 3,Fault_7,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,Polynomial degree 3,Fault_7,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,Polynomial degree 3,Fault_7,,std1,39,2,1,50.0,2.56,19.5
industrial,CAM-UV,RBF + Ridge,Fault_11,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,RBF + Ridge,Fault_11,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,RBF + Ridge,Fault_11,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,RBF + Ridge,Fault_11,,std1,39,8,1,12.5,2.56,4.88
industrial,CAM-UV,RBF + Ridge,Fault_14,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,RBF + Ridge,Fault_14,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,RBF + Ridge,Fault_14,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,RBF + Ridge,Fault_14,,std1,39,2,1,50.0,2.56,19.5
industrial,CAM-UV,RBF + Ridge,Fault_4,,top3,39,3,1,33.33,2.56,13.0
industrial,CAM-UV,RBF + Ridge,Fault_4,,top5,39,5,1,20.0,2.56,7.8
industrial,CAM-UV,RBF + Ridge,Fault_4,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,RBF + Ridge,Fault_4,,std1,39,1,1,100.0,2.56,39.0
industrial,CAM-UV,RBF + Ridge,Fault_5,,top3,39,3,0,0.0,2.56,0.0
industrial,CAM-UV,RBF + Ridge,Fault_5,,top5,39,5,0,0.0,2.56,0.0
industrial,CAM-UV,RBF + Ridge,Fault_5,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,RBF + Ridge,Fault_5,,std1,39,6,0,0.0,2.56,0.0
industrial,CAM-UV,RBF + Ridge,Fault_7,,top3,39,3,0,0.0,2.56,0.0
industrial,CAM-UV,RBF + Ridge,Fault_7,,top5,39,5,0,0.0,2.56,0.0
industrial,CAM-UV,RBF + Ridge,Fault_7,,top10,39,10,1,10.0,2.56,3.9
industrial,CAM-UV,RBF + Ridge,Fault_7,,std1,39,8,1,12.5,2.56,4.88
robotics,CAM-UV,Linear / Ridge,JointControl,,top3,35,3,2,66.67,54.29,1.23
robotics,CAM-UV,Linear / Ridge,JointControl,,top5,35,5,4,80.0,54.29,1.47
robotics,CAM-UV,Linear / Ridge,JointControl,,top10,35,10,8,80.0,54.29,1.47
robotics,CAM-UV,Linear / Ridge,JointControl,,std1,35,6,5,83.33,54.29,1.54
robotics,CAM-UV,Linear / Ridge,LedsControl,,top3,35,3,2,66.67,5.71,11.67
robotics,CAM-UV,Linear / Ridge,LedsControl,,top5,35,5,2,40.0,5.71,7.0
robotics,CAM-UV,Linear / Ridge,LedsControl,,top10,35,10,2,20.0,5.71,3.5
robotics,CAM-UV,Linear / Ridge,LedsControl,,std1,35,1,1,100.0,5.71,17.5
robotics,CAM-UV,Linear / Ridge,WheelsControl,,top3,35,3,3,100.0,14.29,7.0
robotics,CAM-UV,Linear / Ridge,WheelsControl,,top5,35,5,3,60.0,14.29,4.2
robotics,CAM-UV,Linear / Ridge,WheelsControl,,top10,35,10,4,40.0,14.29,2.8
robotics,CAM-UV,Linear / Ridge,WheelsControl,,std1,35,4,3,75.0,14.29,5.25
robotics,CAM-UV,Polynomial degree 3,JointControl,,top3,35,3,3,100.0,54.29,1.84
robotics,CAM-UV,Polynomial degree 3,JointControl,,top5,35,5,5,100.0,54.29,1.84
robotics,CAM-UV,Polynomial degree 3,JointControl,,top10,35,10,9,90.0,54.29,1.66
robotics,CAM-UV,Polynomial degree 3,JointControl,,std1,35,7,6,85.71,54.29,1.58
robotics,CAM-UV,Polynomial degree 3,LedsControl,,top3,35,3,2,66.67,5.71,11.67
robotics,CAM-UV,Polynomial degree 3,LedsControl,,top5,35,5,2,40.0,5.71,7.0
robotics,CAM-UV,Polynomial degree 3,LedsControl,,top10,35,10,2,20.0,5.71,3.5
robotics,CAM-UV,Polynomial degree 3,LedsControl,,std1,35,1,1,100.0,5.71,17.5
robotics,CAM-UV,Polynomial degree 3,WheelsControl,,top3,35,3,2,66.67,14.29,4.67
robotics,CAM-UV,Polynomial degree 3,WheelsControl,,top5,35,5,3,60.0,14.29,4.2
robotics,CAM-UV,Polynomial degree 3,WheelsControl,,top10,35,10,3,30.0,14.29,2.1
robotics,CAM-UV,Polynomial degree 3,WheelsControl,,std1,35,6,3,50.0,14.29,3.5
robotics,CAM-UV,RBF + Ridge,JointControl,,top3,35,3,3,100.0,54.29,1.84
robotics,CAM-UV,RBF + Ridge,JointControl,,top5,35,5,5,100.0,54.29,1.84
robotics,CAM-UV,RBF + Ridge,JointControl,,top10,35,10,10,100.0,54.29,1.84
robotics,CAM-UV,RBF + Ridge,JointControl,,std1,35,3,3,100.0,54.29,1.84
robotics,CAM-UV,RBF + Ridge,LedsControl,,top3,35,3,2,66.67,5.71,11.67
robotics,CAM-UV,RBF + Ridge,LedsControl,,top5,35,5,2,40.0,5.71,7.0
robotics,CAM-UV,RBF + Ridge,LedsControl,,top10,35,10,2,20.0,5.71,3.5
robotics,CAM-UV,RBF + Ridge,LedsControl,,std1,35,1,1,100.0,5.71,17.5
robotics,CAM-UV,RBF + Ridge,WheelsControl,,top3,35,3,1,33.33,14.29,2.33
robotics,CAM-UV,RBF + Ridge,WheelsControl,,top5,35,5,2,40.0,14.29,2.8
robotics,CAM-UV,RBF + Ridge,WheelsControl,,top10,35,10,2,20.0,14.29,1.4
robotics,CAM-UV,RBF + Ridge,WheelsControl,,std1,35,5,2,40.0,14.29,2.8
healthcare,GES,Linear / Ridge,Attack_1,MI,top3,9,3,2,66.67,33.33,2.0
healthcare,GES,Linear / Ridge,Attack_1,MI,top5,9,5,2,40.0,33.33,1.2
healthcare,GES,Linear / Ridge,Attack_1,MI,top10,9,9,3,33.33,33.33,1.0
healthcare,GES,Linear / Ridge,Attack_1,MI,std1,9,1,0,0.0,33.33,0.0
healthcare,GES,Linear / Ridge,Attack_10,CD,top3,9,3,1,33.33,33.33,1.0
healthcare,GES,Linear / Ridge,Attack_10,CD,top5,9,5,2,40.0,33.33,1.2
healthcare,GES,Linear / Ridge,Attack_10,CD,top10,9,9,3,33.33,33.33,1.0
healthcare,GES,Linear / Ridge,Attack_10,CD,std1,9,2,1,50.0,33.33,1.5
healthcare,GES,Linear / Ridge,Attack_11,RHYTHM,top3,9,3,2,66.67,44.44,1.5
