Dataset,Model Variant,Fault Name,Rank,Variable,Score
Robotics (Pepper),Linear / Ridge,LedsControl.csv,22,LaserR15X,0.953603
Robotics (Pepper),Linear / Ridge,LedsControl.csv,23,RWristYawTemp,0.840693
Robotics (Pepper),Linear / Ridge,LedsControl.csv,24,WheelBStiff,0.772161
Robotics (Pepper),Linear / Ridge,LedsControl.csv,25,LaserR06X,0.765563
Robotics (Pepper),Linear / Ridge,LedsControl.csv,26,RElbowYawTemp,0.714617
Robotics (Pepper),Linear / Ridge,LedsControl.csv,27,HipRollTemp,0.697879
Robotics (Pepper),Linear / Ridge,LedsControl.csv,28,LaserR08X,0.597566
Robotics (Pepper),Linear / Ridge,LedsControl.csv,29,HipPicthTemp,0.534636
Robotics (Pepper),Linear / Ridge,LedsControl.csv,30,LaserR11X,0.273051
Robotics (Pepper),Linear / Ridge,LedsControl.csv,31,LaserShovel01X,0.044182
Robotics (Pepper),Linear / Ridge,LedsControl.csv,32,LaserShovel02X,0.013994
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,1,LShoulderRollTemp,32.731732
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,2,LaserR09X,22.347932
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,3,RShoulderRollTemp,20.591482
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,4,KneePicthTemp,20.106239
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,5,HeadPicthTemp,16.625632
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,6,WheelFLTemp,16.436413
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,7,HipRollTemp,15.624054
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,8,RWristYawTemp,13.680454
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,9,HipPicthTemp,13.580460
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,10,LaserR12X,12.577948
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,11,LaserR06X,12.184009
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,12,LaserF01X,11.729366
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,13,RElbowRollTemp,11.363761
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,14,HeadYawTemp,10.700795
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,15,LHandTemp,10.618518
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,16,LaserR15X,10.597172
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,17,LaserR07X,10.397984
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,18,LElbowYawTemp,10.350764
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,19,LaserShovel03X,9.601824
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,20,WheelBStiff,7.249580
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,21,LaserR08X,6.697065
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,22,LaserR11X,6.086431
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,23,LShoulderPitchTemp,5.785659
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,24,RShoulderPitchTemp,5.697890
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,25,LaserR05X,5.374794
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,26,LWristYawTemp,5.360598
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,27,RElbowYawTemp,5.071888
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,28,WheelFRStiff,4.414046
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,29,LaserShovel01X,0.218473
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,30,TabletTouchY,0.149615
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,31,TabletTouchX,0.057698
Robotics (Pepper),Polynomial degree 3,WheelsControl.csv,32,LaserShovel02X,0.000005
Robotics (Pepper),Polynomial degree 3,JointControl.csv,1,KneePicthTemp,153.309160
Robotics (Pepper),Polynomial degree 3,JointControl.csv,2,HeadPicthTemp,81.993082
Robotics (Pepper),Polynomial degree 3,JointControl.csv,3,LaserR07X,53.039278
Robotics (Pepper),Polynomial degree 3,JointControl.csv,4,LElbowYawTemp,30.956783
Robotics (Pepper),Polynomial degree 3,JointControl.csv,5,LWristYawTemp,30.525448
Robotics (Pepper),Polynomial degree 3,JointControl.csv,6,HipPicthTemp,17.944400
Robotics (Pepper),Polynomial degree 3,JointControl.csv,7,HeadYawTemp,17.780095
Robotics (Pepper),Polynomial degree 3,JointControl.csv,8,LShoulderRollTemp,17.651947
Robotics (Pepper),Polynomial degree 3,JointControl.csv,9,LaserF01X,15.256892
Robotics (Pepper),Polynomial degree 3,JointControl.csv,10,RElbowRollTemp,13.474628
Robotics (Pepper),Polynomial degree 3,JointControl.csv,11,LaserR12X,12.810526
Robotics (Pepper),Polynomial degree 3,JointControl.csv,12,RElbowYawTemp,10.987551
Robotics (Pepper),Polynomial degree 3,JointControl.csv,13,LaserShovel03X,9.303693
Robotics (Pepper),Polynomial degree 3,JointControl.csv,14,WheelFLTemp,9.087655
Robotics (Pepper),Polynomial degree 3,JointControl.csv,15,LaserR09X,8.587077
Robotics (Pepper),Polynomial degree 3,JointControl.csv,16,HipRollTemp,8.265272
Robotics (Pepper),Polynomial degree 3,JointControl.csv,17,LShoulderPitchTemp,8.166628
Robotics (Pepper),Polynomial degree 3,JointControl.csv,18,LaserR06X,7.785424
Robotics (Pepper),Polynomial degree 3,JointControl.csv,19,RWristYawTemp,7.160132
Robotics (Pepper),Polynomial degree 3,JointControl.csv,20,LHandTemp,6.272639
Robotics (Pepper),Polynomial degree 3,JointControl.csv,21,RShoulderPitchTemp,5.292738
Robotics (Pepper),Polynomial degree 3,JointControl.csv,22,LaserR15X,5.198176
Robotics (Pepper),Polynomial degree 3,JointControl.csv,23,RShoulderRollTemp,5.133621
Robotics (Pepper),Polynomial degree 3,JointControl.csv,24,LaserR08X,2.359899
Robotics (Pepper),Polynomial degree 3,JointControl.csv,25,LaserR05X,1.133161
Robotics (Pepper),Polynomial degree 3,JointControl.csv,26,LaserR11X,0.874873
Robotics (Pepper),Polynomial degree 3,JointControl.csv,27,WheelFRStiff,0.306110
Robotics (Pepper),Polynomial degree 3,JointControl.csv,28,WheelBStiff,0.279393
Robotics (Pepper),Polynomial degree 3,JointControl.csv,29,LaserShovel01X,0.040597
Robotics (Pepper),Polynomial degree 3,JointControl.csv,30,TabletTouchY,0.000115
Robotics (Pepper),Polynomial degree 3,JointControl.csv,31,LaserShovel02X,0.000079
Robotics (Pepper),Polynomial degree 3,JointControl.csv,32,TabletTouchX,0.000042
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,1,TabletTouchX,408.056368
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,2,TabletTouchY,174.313132
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,3,HeadPicthTemp,80.355593
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,4,LaserF01X,36.492514
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,5,KneePicthTemp,30.211553
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,6,RShoulderRollTemp,28.996655
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,7,RElbowRollTemp,27.824639
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,8,LaserR09X,24.633268
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,9,LaserR06X,20.398021
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,10,LaserShovel03X,17.043292
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,11,LHandTemp,16.085069
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,12,LaserR07X,15.513657
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,13,LaserR05X,14.119139
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,14,RElbowYawTemp,14.046392
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,15,LaserR12X,13.739136
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,16,RShoulderPitchTemp,12.679944
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,17,WheelFLTemp,11.799972
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,18,HipPicthTemp,11.535425
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,19,HeadYawTemp,11.205503
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,20,LShoulderPitchTemp,11.177405
